Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
201709, Europe, Greece, Stewardess,260,418,-37.8
201709, Europe, Greece, entire,825,861,-4.2
201710, Europe, Greece, male,477,518,-7.9
201710, Europe, Greece, female,90,109,-17.4
201710, Europe, Greece, Stewardess,325,519,-37.4
201710, Europe, Greece, entire,892,1146,-22.2
201711, Europe, Greece, male,436,482,-9.5
201711, Europe, Greece, female,58,93,-37.6
201711, Europe, Greece, Stewardess,207,373,-44.5
201711, Europe, Greece, entire,701,948,-26.1
201712, Europe, Greece, male,472,335,40.9
201712, Europe, Greece, female,74,67,10.4
201712, Europe, Greece, Stewardess,261,364,-28.3
201712, Europe, Greece, entire,807,766,5.4
201801, Europe, Greece, male,469,496,-5.4
201801, Europe, Greece, female,64,63,1.6
201801, Europe, Greece, Stewardess,179,338,-47
201801, Europe, Greece, entire,712,897,-20.6
201802, Europe, Greece, male,463,424,9.2
201802, Europe, Greece, female,63,56,12.5
201802, Europe, Greece, Stewardess,226,403,-43.9
201802, Europe, Greece, entire,752,883,-14.8
201803, Europe, Greece, male,537,476,12.8
201803, Europe, Greece, female,88,78,12.8
201803, Europe, Greece, Stewardess,274,369,-25.7
201803, Europe, Greece, entire,899,923,-2.6
201804, Europe, Greece, male,480,432,11.1
201804, Europe, Greece, female,109,93,17.2
201804, Europe, Greece, Stewardess,268,265,1.1
201804, Europe, Greece, entire,857,790,8.5
201805, Europe, Greece, male,493,426,15.7
201805, Europe, Greece, female,75,90,-16.7
201805, Europe, Greece, Stewardess,202,177,14.1
201805, Europe, Greece, entire,770,693,11.1
201806, Europe, Greece, male,431,427,0.9
201806, Europe, Greece, female,93,85,9.4
201806, Europe, Greece, Stewardess,266,201,32.3
201806, Europe, Greece, entire,790,713,10.8
201807, Europe, Greece, male,391,421,-7.1
201807, Europe, Greece, female,98,79,24.1
201807, Europe, Greece, Stewardess,213,203,4.9
201807, Europe, Greece, entire,702,703,-0.1
201808, Europe, Greece, male,372,365,1.9
201808, Europe, Greece, female,87,94,-7.4
201808, Europe, Greece, Stewardess,227,216,5.1
201808, Europe, Greece, entire,686,675,1.6
201809, Europe, Greece, male,504,485,3.9
201809, Europe, Greece, female,73,80,-8.8
201809, Europe, Greece, Stewardess,216,260,-16.9
201809, Europe, Greece, entire,793,825,-3.9
201810, Europe, Greece, male,450,477,-5.7
201810, Europe, Greece, female,116,90,28.9
201810, Europe, Greece, Stewardess,336,325,3.4
201810, Europe, Greece, entire,902,892,1.1
201811, Europe, Greece, male,461,436,5.7
201811, Europe, Greece, female,62,58,6.9
201811, Europe, Greece, Stewardess,251,207,21.3
201811, Europe, Greece, entire,774,701,10.4
201812, Europe, Greece, male,391,472,-17.2
201812, Europe, Greece, female,103,74,39.2
201812, Europe, Greece, Stewardess,159,261,-39.1
201812, Europe, Greece, entire,653,807,-19.1
201901, Europe, Greece, male,475,469,1.3
201901, Europe, Greece, female,44,64,-31.2
201901, Europe, Greece, Stewardess,256,179,43
201901, Europe, Greece, entire,775,712,8.8
201902, Europe, Greece, male,390,463,-15.8
201902, Europe, Greece, female,52,63,-17.5
201902, Europe, Greece, Stewardess,165,226,-27
201902, Europe, Greece, entire,607,752,-19.3
201903, Europe, Greece, male,449,537,-16.4
201903, Europe, Greece, female,95,88,8
201903, Europe, Greece, Stewardess,259,274,-5.5
201903, Europe, Greece, entire,803,899,-10.7
201904, Europe, Greece, male,428,480,-10.8
201904, Europe, Greece, female,101,109,-7.3
201904, Europe, Greece, Stewardess,269,268,0.4
201904, Europe, Greece, entire,798,857,-6.9
201905, Europe, Greece, male,459,493,-6.9
201905, Europe, Greece, female,81,75,8
201905, Europe, Greece, Stewardess,209,202,3.5
201905, Europe, Greece, entire,749,770,-2.7
201906, Europe, Greece, male,439,431,1.9
201906, Europe, Greece, female,107,93,15.1
201906, Europe, Greece, Stewardess,219,266,-17.7
201906, Europe, Greece, entire,765,790,-3.2
201907, Europe, Greece, male,464,391,18.7
201907, Europe, Greece, female,140,98,42.9
201907, Europe, Greece, Stewardess,195,213,-8.5
201907, Europe, Greece, entire,799,702,13.8
201908, Europe, Greece, male,427,372,14.8
201908, Europe, Greece, female,159,87,82.8
201908, Europe, Greece, Stewardess,192,227,-15.4
201908, Europe, Greece, entire,778,686,13.4
201909, Europe, Greece, male,578,504,14.7
201909, Europe, Greece, female,199,73,172.6
201909, Europe, Greece, Stewardess,246,216,13.9
201909, Europe, Greece, entire,1023,793,29
201910, Europe, Greece, male,591,450,31.3
201910, Europe, Greece, female,146,116,25.9
201910, Europe, Greece, Stewardess,277,336,-17.6
201910, Europe, Greece, entire,1014,902,12.4
201911, Europe, Greece, male,528,461,14.5
201911, Europe, Greece, female,109,62,75.8
201911, Europe, Greece, Stewardess,254,251,1.2
201911, Europe, Greece, entire,891,774,15.1
201912, Europe, Greece, male,434,391,11
201912, Europe, Greece, female,81,103,-21.4
201912, Europe, Greece, Stewardess,239,159,50.3
201912, Europe, Greece, entire,754,653,15.5
202001, Europe, Greece, male,405,475,-14.7
202001, Europe, Greece, female,47,44,6.8
202001, Europe, Greece, Stewardess,171,256,-33.2
202001, Europe, Greece, entire,623,775,-19.6
202002, Europe, Greece, male,432,390,10.8
202002, Europe, Greece, female,55,52,5.8
202002, Europe, Greece, Stewardess,176,165,6.7
202002, Europe, Greece, entire,663,607,9.2
202003, Europe, Greece, male,128,449,-71.5
202003, Europe, Greece, female,20,95,-78.9
202003, Europe, Greece, Stewardess,51,259,-80.3
202003, Europe, Greece, entire,199,803,-75.2
202004, Europe, Greece, male,43,428,-90
202004, Europe, Greece, female,2,101,-98
202004, Europe, Greece, Stewardess,31,269,-88.5
202004, Europe, Greece, entire,76,798,-90.5
202005, Europe, Greece, male,93,459,-79.7
202005, Europe, Greece, female,1,81,-98.8
202005, Europe, Greece, Stewardess,71,209,-66
202005, Europe, Greece, entire,165,749,-78
202006, Europe, Greece, male,122,439,-72.2
202006, Europe, Greece, female,6,107,-94.4
202006, Europe, Greece, Stewardess,79,219,-63.9
202006, Europe, Greece, entire,207,765,-72.9
202007, Europe, Greece, male,66,464,-85.8
202007, Europe, Greece, female,11,140,-92.1
202007, Europe, Greece, Stewardess,74,195,-62.1
202007, Europe, Greece, entire,151,799,-81.1
202008, Europe, Greece, male,158,427,-63
202008, Europe, Greece, female,8,159,-95
202008, Europe, Greece, Stewardess,98,192,-49
202008, Europe, Greece, entire,264,778,-66.1
202009, Europe, Greece, male,95,578,-83.6
202009, Europe, Greece, female,8,199,-96
202009, Europe, Greece, Stewardess,85,246,-65.4
202009, Europe, Greece, entire,188,1023,-81.6
202010, Europe, Greece, male,112,591,-81
202010, Europe, Greece, female,5,146,-96.6
202010, Europe, Greece, Stewardess,80,277,-71.1
202010, Europe, Greece, entire,197,1014,-80.6
202011, Europe, Greece, male,79,528,-85
202011, Europe, Greece, female,1,109,-99.1
202011, Europe, Greece, Stewardess,56,254,-78
202011, Europe, Greece, entire,136,891,-84.7
202012, Europe, Greece, male,84,434,-80.6
202012, Europe, Greece, female,9,81,-88.9
202012, Europe, Greece, Stewardess,76,239,-68.2
202012, Europe, Greece, entire,169,754,-77.6
202101, Europe, Greece, male,105,405,-74.1
202101, Europe, Greece, female,5,47,-89.4
202101, Europe, Greece, Stewardess,96,171,-43.9
202101, Europe, Greece, entire,206,623,-66.9
202102, Europe, Greece, male,88,432,-79.6
202102, Europe, Greece, female,6,55,-89.1
202102, Europe, Greece, Stewardess,96,176,-45.5
202102, Europe, Greece, entire,190,663,-71.3
202103, Europe, Greece, male,148,128,15.6
202103, Europe, Greece, female,5,20,-75
202103, Europe, Greece, Stewardess,148,51,190.2
202103, Europe, Greece, entire,301,199,51.3
202104, Europe, Greece, male,105,43,144.2
202104, Europe, Greece, female,3,2,50
202104, Europe, Greece, Stewardess,127,31,309.7
202104, Europe, Greece, entire,235,76,209.2
202105, Europe, Greece, male,105,93,12.9
202105, Europe, Greece, female,4,1,300
202105, Europe, Greece, Stewardess,135,71,90.1
202105, Europe, Greece, entire,244,165,47.9
202106, Europe, Greece, male,125,122,2.5
202106, Europe, Greece, female,7,6,16.7
202106, Europe, Greece, Stewardess,102,79,29.1
202106, Europe, Greece, entire,234,207,13
202107, Europe, Greece, male,142,66,115.2
202107, Europe, Greece, female,7,11,-36.4
202107, Europe, Greece, Stewardess,84,74,13.5
202107, Europe, Greece, entire,233,151,54.3
202108, Europe, Greece, male,134,158,-15.2
202108, Europe, Greece, female,19,8,137.5
202108, Europe, Greece, Stewardess,121,98,23.5
202108, Europe, Greece, entire,274,264,3.8
202109, Europe, Greece, male,164,95,72.6
202109, Europe, Greece, female,19,8,137.5
202109, Europe, Greece, Stewardess,110,85,29.4
202109, Europe, Greece, entire,293,188,55.9
202110, Europe, Greece, male,223,112,99.1
202110, Europe, Greece, female,14,5,180
202110, Europe, Greece, Stewardess,163,80,103.8
202110, Europe, Greece, entire,400,197,103
202111, Europe, Greece, male,144,79,82.3
202111, Europe, Greece, female,11,1,1000
202111, Europe, Greece, Stewardess,122,56,117.9
202111, Europe, Greece, entire,277,136,103.7
202112, Europe, Greece, male,215,84,156
202112, Europe, Greece, female,16,9,77.8
202112, Europe, Greece, Stewardess,199,76,161.8
202112, Europe, Greece, entire,430,169,154.4
202201, Europe, Greece, male,203,105,93.3
202201, Europe, Greece, female,10,5,100
202201, Europe, Greece, Stewardess,173,96,80.2
202201, Europe, Greece, entire,386,206,87.4
202202, Europe, Greece, male,139,88,58
202202, Europe, Greece, female,21,6,250
202202, Europe, Greece, Stewardess,143,96,49
202202, Europe, Greece, entire,303,190,59.5
202203, Europe, Greece, male,233,148,57.4
202203, Europe, Greece, female,19,5,280
202203, Europe, Greece, Stewardess,165,148,11.5
202203, Europe, Greece, entire,417,301,38.5
202204, Europe, Greece, male,175,105,66.7
202204, Europe, Greece, female,44,3,1366.7
202204, Europe, Greece, Stewardess,70,127,-44.9
202204, Europe, Greece, entire,289,235,23
202205, Europe, Greece, male,289,105,175.2
202205, Europe, Greece, female,28,4,600
202205, Europe, Greece, Stewardess,103,135,-23.7
202205, Europe, Greece, entire,420,244,72.1
202206, Europe, Greece, male,258,125,106.4
202206, Europe, Greece, female,48,7,585.7
202206, Europe, Greece, Stewardess,99,102,-2.9
202206, Europe, Greece, entire,405,234,73.1
202207, Europe, Greece, male,360,142,153.5
202207, Europe, Greece, female,78,7,1014.3
202207, Europe, Greece, Stewardess,161,84,91.7
202207, Europe, Greece, entire,599,233,157.1
202208, Europe, Greece, male,332,134,147.8
202208, Europe, Greece, female,110,19,478.9
202208, Europe, Greece, Stewardess,147,121,21.5
202208, Europe, Greece, entire,589,274,115
202209, Europe, Greece, male,259,164,57.9
202209, Europe, Greece, female,105,19,452.6
202209, Europe, Greece, Stewardess,86,110,-21.8
202209, Europe, Greece, entire,450,293,53.6
202210, Europe, Greece, male,350,223,57
202210, Europe, Greece, female,88,14,528.6
202210, Europe, Greece, Stewardess,146,163,-10.4
202210, Europe, Greece, entire,584,400,46
202211, Europe, Greece, male,354,144,145.8
202211, Europe, Greece, female,80,11,627.3
202211, Europe, Greece, Stewardess,128,122,4.9
202211, Europe, Greece, entire,562,277,102.9
202212, Europe, Greece, male,350,215,62.8
202212, Europe, Greece, female,101,16,531.2
202212, Europe, Greece, Stewardess,131,199,-34.2
202212, Europe, Greece, entire,582,430,35.3
202301, Europe, Greece, male,300,203,47.8
202301, Europe, Greece, female,54,10,440
202301, Europe, Greece, Stewardess,131,173,-24.3
202301, Europe, Greece, entire,485,386,25.6
202302, Europe, Greece, male,252,139,81.3
202302, Europe, Greece, female,64,21,204.8
202302, Europe, Greece, Stewardess,129,143,-9.8
202302, Europe, Greece, entire,445,303,46.9
202303, Europe, Greece, male,374,233,60.5
202303, Europe, Greece, female,188,19,889.5
202303, Europe, Greece, Stewardess,108,165,-34.5
202303, Europe, Greece, entire,670,417,60.7
202304, Europe, Greece, male,398,175,127.4
202304, Europe, Greece, female,261,44,493.2
202304, Europe, Greece, Stewardess,262,70,274.3
202304, Europe, Greece, entire,921,289,218.7
202305, Europe, Greece, male,305,289,5.5
202305, Europe, Greece, female,148,28,428.6
202305, Europe, Greece, Stewardess,121,103,17.5
202305, Europe, Greece, entire,574,420,36.7
202306, Europe, Greece, male,339,258,31.4
202306, Europe, Greece, female,78,48,62.5
202306, Europe, Greece, Stewardess,139,99,40.4
202306, Europe, Greece, entire,556,405,37.3
202307, Europe, Greece, male,334,360,-7.2
202307, Europe, Greece, female,168,78,115.4
202307, Europe, Greece, Stewardess,130,161,-19.3
202307, Europe, Greece, entire,632,599,5.5
202308, Europe, Greece, male,364,332,9.6
202308, Europe, Greece, female,218,110,98.2
202308, Europe, Greece, Stewardess,233,147,58.5
202308, Europe, Greece, entire,815,589,38.4
201601, Asia, Hong Kong, male,11931,12993,-8.2
201601, Asia, Hong Kong, female,21227,21866,-2.9
201601, Asia, Hong Kong, Stewardess,469,548,-14.4
201601, Asia, Hong Kong, entire,33627,35407,-5
201602, Asia, Hong Kong, male,20216,21624,-6.5
201602, Asia, Hong Kong, female,28559,28776,-0.8
201602, Asia, Hong Kong, Stewardess,385,592,-35
201602, Asia, Hong Kong, entire,49160,50992,-3.6
201603, Asia, Hong Kong, male,20829,16883,23.4
201603, Asia, Hong Kong, female,41493,34404,20.6
201603, Asia, Hong Kong, Stewardess,627,589,6.5
201603, Asia, Hong Kong, entire,62949,51876,21.3
201604, Asia, Hong Kong, male,16351,22458,-27.2
201604, Asia, Hong Kong, female,35623,44148,-19.3
201604, Asia, Hong Kong, Stewardess,725,859,-15.6
201604, Asia, Hong Kong, entire,52699,67465,-21.9
201605, Asia, Hong Kong, male,15402,16100,-4.3
201605, Asia, Hong Kong, female,35823,37080,-3.4
201605, Asia, Hong Kong, Stewardess,781,915,-14.6
201605, Asia, Hong Kong, entire,52006,54095,-3.9
201606, Asia, Hong Kong, male,19203,4119,366.2
201606, Asia, Hong Kong, female,42616,9077,369.5
201606, Asia, Hong Kong, Stewardess,673,753,-10.6
201606, Asia, Hong Kong, entire,62492,13949,348
201607, Asia, Hong Kong, male,20775,2734,659.9
201607, Asia, Hong Kong, female,37180,4607,707
201607, Asia, Hong Kong, Stewardess,719,420,71.2
201607, Asia, Hong Kong, entire,58674,7761,656
201608, Asia, Hong Kong, male,19715,12189,61.7
201608, Asia, Hong Kong, female,36059,21059,71.2
201608, Asia, Hong Kong, Stewardess,733,504,45.4
201608, Asia, Hong Kong, entire,56507,33752,67.4
201609, Asia, Hong Kong, male,13584,17277,-21.4
201609, Asia, Hong Kong, female,27841,33593,-17.1
201609, Asia, Hong Kong, Stewardess,787,1530,-48.6
201609, Asia, Hong Kong, entire,42212,52400,-19.4
201610, Asia, Hong Kong, male,19975,17414,14.7
201610, Asia, Hong Kong, female,42053,35467,18.6
201610, Asia, Hong Kong, Stewardess,918,767,19.7
201610, Asia, Hong Kong, entire,62946,53648,17.3
201611, Asia, Hong Kong, male,16883,15261,10.6
201611, Asia, Hong Kong, female,35826,31461,13.9
201611, Asia, Hong Kong, Stewardess,697,607,14.8
201611, Asia, Hong Kong, entire,53406,47329,12.8
201612, Asia, Hong Kong, male,23908,20730,15.3
201612, Asia, Hong Kong, female,39266,33449,17.4
201612, Asia, Hong Kong, Stewardess,824,574,43.6
201612, Asia, Hong Kong, entire,63998,54753,16.9
201701, Asia, Hong Kong, male,21718,11931,82
201701, Asia, Hong Kong, female,32970,21227,55.3
201701, Asia, Hong Kong, Stewardess,836,469,78.3
201701, Asia, Hong Kong, entire,55524,33627,65.1
201702, Asia, Hong Kong, male,13239,20216,-34.5
201702, Asia, Hong Kong, female,22758,28559,-20.3
201702, Asia, Hong Kong, Stewardess,848,385,120.3
201702, Asia, Hong Kong, entire,36845,49160,-25.1
201703, Asia, Hong Kong, male,14943,20829,-28.3
201703, Asia, Hong Kong, female,32073,41493,-22.7
201703, Asia, Hong Kong, Stewardess,818,627,30.5
201703, Asia, Hong Kong, entire,47834,62949,-24
201704, Asia, Hong Kong, male,26343,16351,61.1
201704, Asia, Hong Kong, female,51849,35623,45.5
201704, Asia, Hong Kong, Stewardess,875,725,20.7
201704, Asia, Hong Kong, entire,79067,52699,50
201705, Asia, Hong Kong, male,14980,15402,-2.7
201705, Asia, Hong Kong, female,35978,35823,0.4
201705, Asia, Hong Kong, Stewardess,917,781,17.4
201705, Asia, Hong Kong, entire,51875,52006,-0.3
201706, Asia, Hong Kong, male,17048,19203,-11.2
201706, Asia, Hong Kong, female,40703,42616,-4.5
201706, Asia, Hong Kong, Stewardess,839,673,24.7
201706, Asia, Hong Kong, entire,58590,62492,-6.2
201707, Asia, Hong Kong, male,19403,20775,-6.6
201707, Asia, Hong Kong, female,36830,37180,-0.9
201707, Asia, Hong Kong, Stewardess,772,719,7.4
201707, Asia, Hong Kong, entire,57005,58674,-2.8
201708, Asia, Hong Kong, male,21042,19715,6.7
201708, Asia, Hong Kong, female,37401,36059,3.7
201708, Asia, Hong Kong, Stewardess,816,733,11.3
201708, Asia, Hong Kong, entire,59259,56507,4.9
201709, Asia, Hong Kong, male,14051,13584,3.4
201709, Asia, Hong Kong, female,30189,27841,8.4
201709, Asia, Hong Kong, Stewardess,783,787,-0.5
201709, Asia, Hong Kong, entire,45023,42212,6.7
201710, Asia, Hong Kong, male,17167,19975,-14.1
201710, Asia, Hong Kong, female,36857,42053,-12.4
201710, Asia, Hong Kong, Stewardess,938,918,2.2
201710, Asia, Hong Kong, entire,54962,62946,-12.7
201711, Asia, Hong Kong, male,16239,16883,-3.8
201711, Asia, Hong Kong, female,36262,35826,1.2
201711, Asia, Hong Kong, Stewardess,785,697,12.6
201711, Asia, Hong Kong, entire,53286,53406,-0.2
201712, Asia, Hong Kong, male,20931,23908,-12.5
201712, Asia, Hong Kong, female,37018,39266,-5.7
201712, Asia, Hong Kong, Stewardess,812,824,-1.5
201712, Asia, Hong Kong, entire,58761,63998,-8.2
201801, Asia, Hong Kong, male,11724,21718,-46
201801, Asia, Hong Kong, female,22106,32970,-33
201801, Asia, Hong Kong, Stewardess,841,836,0.6
201801, Asia, Hong Kong, entire,34671,55524,-37.6
201802, Asia, Hong Kong, male,20607,13239,55.7
201802, Asia, Hong Kong, female,29172,22758,28.2
201802, Asia, Hong Kong, Stewardess,811,848,-4.4
201802, Asia, Hong Kong, entire,50590,36845,37.3
201803, Asia, Hong Kong, male,20940,14943,40.1
201803, Asia, Hong Kong, female,40585,32073,26.5
201803, Asia, Hong Kong, Stewardess,815,818,-0.4
201803, Asia, Hong Kong, entire,62340,47834,30.3
201804, Asia, Hong Kong, male,21156,26343,-19.7
201804, Asia, Hong Kong, female,44600,51849,-14
201804, Asia, Hong Kong, Stewardess,777,875,-11.2
201804, Asia, Hong Kong, entire,66533,79067,-15.9
201805, Asia, Hong Kong, male,16909,14980,12.9
201805, Asia, Hong Kong, female,39595,35978,10.1
201805, Asia, Hong Kong, Stewardess,816,917,-11
201805, Asia, Hong Kong, entire,57320,51875,10.5
201806, Asia, Hong Kong, male,20117,17048,18
201806, Asia, Hong Kong, female,45293,40703,11.3
201806, Asia, Hong Kong, Stewardess,726,839,-13.5
201806, Asia, Hong Kong, entire,66136,58590,12.9
201807, Asia, Hong Kong, male,20731,19403,6.8
201807, Asia, Hong Kong, female,36876,36830,0.1
201807, Asia, Hong Kong, Stewardess,766,772,-0.8
201807, Asia, Hong Kong, entire,58373,57005,2.4
201808, Asia, Hong Kong, male,22646,21042,7.6
201808, Asia, Hong Kong, female,39979,37401,6.9
201808, Asia, Hong Kong, Stewardess,772,816,-5.4
201808, Asia, Hong Kong, entire,63397,59259,7
201809, Asia, Hong Kong, male,16086,14051,14.5
201809, Asia, Hong Kong, female,32714,30189,8.4
201809, Asia, Hong Kong, Stewardess,849,783,8.4
201809, Asia, Hong Kong, entire,49649,45023,10.3
201810, Asia, Hong Kong, male,19230,17167,12
201810, Asia, Hong Kong, female,41418,36857,12.4
201810, Asia, Hong Kong, Stewardess,825,938,-12
201810, Asia, Hong Kong, entire,61473,54962,11.8
201811, Asia, Hong Kong, male,16729,16239,3
201811, Asia, Hong Kong, female,36306,36262,0.1
201811, Asia, Hong Kong, Stewardess,755,785,-3.8
201811, Asia, Hong Kong, entire,53790,53286,0.9
201812, Asia, Hong Kong, male,22485,20931,7.4
201812, Asia, Hong Kong, female,36221,37018,-2.2
201812, Asia, Hong Kong, Stewardess,840,812,3.4
201812, Asia, Hong Kong, entire,59546,58761,1.3
201901, Asia, Hong Kong, male,12172,11724,3.8
201901, Asia, Hong Kong, female,22729,22106,2.8
201901, Asia, Hong Kong, Stewardess,995,841,18.3
201901, Asia, Hong Kong, entire,35896,34671,3.5
201902, Asia, Hong Kong, male,20802,20607,0.9
201902, Asia, Hong Kong, female,29584,29172,1.4
201902, Asia, Hong Kong, Stewardess,926,811,14.2
201902, Asia, Hong Kong, entire,51312,50590,1.4
201903, Asia, Hong Kong, male,14116,20940,-32.6
201903, Asia, Hong Kong, female,31027,40585,-23.6
201903, Asia, Hong Kong, Stewardess,925,815,13.5
201903, Asia, Hong Kong, entire,46068,62340,-26.1
201904, Asia, Hong Kong, male,25868,21156,22.3
201904, Asia, Hong Kong, female,49445,44600,10.9
201904, Asia, Hong Kong, Stewardess,791,777,1.8
201904, Asia, Hong Kong, entire,76104,66533,14.4
201905, Asia, Hong Kong, male,17219,16909,1.8
201905, Asia, Hong Kong, female,38862,39595,-1.9
201905, Asia, Hong Kong, Stewardess,945,816,15.8
201905, Asia, Hong Kong, entire,57026,57320,-0.5
201906, Asia, Hong Kong, male,18462,20117,-8.2
201906, Asia, Hong Kong, female,42499,45293,-6.2
201906, Asia, Hong Kong, Stewardess,767,726,5.6
201906, Asia, Hong Kong, entire,61728,66136,-6.7
201907, Asia, Hong Kong, male,20878,20731,0.7
201907, Asia, Hong Kong, female,37396,36876,1.4
201907, Asia, Hong Kong, Stewardess,762,766,-0.5
201907, Asia, Hong Kong, entire,59036,58373,1.1
201908, Asia, Hong Kong, male,23780,22646,5
201908, Asia, Hong Kong, female,41328,39979,3.4
201908, Asia, Hong Kong, Stewardess,850,772,10.1
201908, Asia, Hong Kong, entire,65958,63397,4
201909, Asia, Hong Kong, male,14579,16086,-9.4
201909, Asia, Hong Kong, female,30584,32714,-6.5
201909, Asia, Hong Kong, Stewardess,748,849,-11.9
201909, Asia, Hong Kong, entire,45911,49649,-7.5
201910, Asia, Hong Kong, male,20105,19230,4.6
201910, Asia, Hong Kong, female,44602,41418,7.7
201910, Asia, Hong Kong, Stewardess,837,825,1.5
201910, Asia, Hong Kong, entire,65544,61473,6.6
201911, Asia, Hong Kong, male,17997,16729,7.6
201911, Asia, Hong Kong, female,39860,36306,9.8
201911, Asia, Hong Kong, Stewardess,743,755,-1.6
201911, Asia, Hong Kong, entire,58600,53790,8.9
201912, Asia, Hong Kong, male,26567,22485,18.2
201912, Asia, Hong Kong, female,44454,36221,22.7
201912, Asia, Hong Kong, Stewardess,730,840,-13.1
201912, Asia, Hong Kong, entire,71751,59546,20.5
202001, Asia, Hong Kong, male,26637,12172,118.8
202001, Asia, Hong Kong, female,39589,22729,74.2
202001, Asia, Hong Kong, Stewardess,736,995,-26
202001, Asia, Hong Kong, entire,66962,35896,86.5
202002, Asia, Hong Kong, male,7812,20802,-62.4
202002, Asia, Hong Kong, female,12946,29584,-56.2
202002, Asia, Hong Kong, Stewardess,208,926,-77.5
202002, Asia, Hong Kong, entire,20966,51312,-59.1
202003, Asia, Hong Kong, male,86,14116,-99.4
202003, Asia, Hong Kong, female,159,31027,-99.5
202003, Asia, Hong Kong, Stewardess,17,925,-98.2
202003, Asia, Hong Kong, entire,262,46068,-99.4
202004, Asia, Hong Kong, male,18,25868,-99.9
202004, Asia, Hong Kong, female,14,49445,-100
202004, Asia, Hong Kong, Stewardess,3,791,-99.6
202004, Asia, Hong Kong, entire,35,76104,-100
202005, Asia, Hong Kong, male,6,17219,-100
202005, Asia, Hong Kong, female,11,38862,-100
202005, Asia, Hong Kong, Stewardess,7,945,-99.3
202005, Asia, Hong Kong, entire,24,57026,-100
202006, Asia, Hong Kong, male,14,18462,-99.9
202006, Asia, Hong Kong, female,39,42499,-99.9
202006, Asia, Hong Kong, Stewardess,9,767,-98.8
202006, Asia, Hong Kong, entire,62,61728,-99.9
202007, Asia, Hong Kong, male,28,20878,-99.9
202007, Asia, Hong Kong, female,22,37396,-99.9
202007, Asia, Hong Kong, Stewardess,28,762,-96.3
202007, Asia, Hong Kong, entire,78,59036,-99.9
202008, Asia, Hong Kong, male,33,23780,-99.9
202008, Asia, Hong Kong, female,122,41328,-99.7
202008, Asia, Hong Kong, Stewardess,12,850,-98.6
202008, Asia, Hong Kong, entire,167,65958,-99.7
202009, Asia, Hong Kong, male,33,14579,-99.8
202009, Asia, Hong Kong, female,63,30584,-99.8
202009, Asia, Hong Kong, Stewardess,19,748,-97.5
202009, Asia, Hong Kong, entire,115,45911,-99.7
202010, Asia, Hong Kong, male,15,20105,-99.9
202010, Asia, Hong Kong, female,29,44602,-99.9
202010, Asia, Hong Kong, Stewardess,15,837,-98.2
202010, Asia, Hong Kong, entire,59,65544,-99.9
202011, Asia, Hong Kong, male,21,17997,-99.9
202011, Asia, Hong Kong, female,60,39860,-99.8
202011, Asia, Hong Kong, Stewardess,8,743,-98.9
202011, Asia, Hong Kong, entire,89,58600,-99.8
202012, Asia, Hong Kong, male,12,26567,-100
202012, Asia, Hong Kong, female,34,44454,-99.9
202012, Asia, Hong Kong, Stewardess,13,730,-98.2
202012, Asia, Hong Kong, entire,59,71751,-99.9
202101, Asia, Hong Kong, male,14,26637,-99.9
202101, Asia, Hong Kong, female,27,39589,-99.9
202101, Asia, Hong Kong, Stewardess,20,736,-97.3
202101, Asia, Hong Kong, entire,61,66962,-99.9
202102, Asia, Hong Kong, male,33,7812,-99.6
202102, Asia, Hong Kong, female,79,12946,-99.4
202102, Asia, Hong Kong, Stewardess,17,208,-91.8
202102, Asia, Hong Kong, entire,129,20966,-99.4
202103, Asia, Hong Kong, male,17,86,-80.2
202103, Asia, Hong Kong, female,58,159,-63.5
202103, Asia, Hong Kong, Stewardess,14,17,-17.6
202103, Asia, Hong Kong, entire,89,262,-66
202104, Asia, Hong Kong, male,11,18,-38.9
202104, Asia, Hong Kong, female,16,14,14.3
202104, Asia, Hong Kong, Stewardess,11,3,266.7
202104, Asia, Hong Kong, entire,38,35,8.6
202105, Asia, Hong Kong, male,22,6,266.7
202105, Asia, Hong Kong, female,52,11,372.7
202105, Asia, Hong Kong, Stewardess,21,7,200
202105, Asia, Hong Kong, entire,95,24,295.8
202106, Asia, Hong Kong, male,16,14,14.3
202106, Asia, Hong Kong, female,33,39,-15.4
202106, Asia, Hong Kong, Stewardess,30,9,233.3
202106, Asia, Hong Kong, entire,79,62,27.4
202107, Asia, Hong Kong, male,22,28,-21.4
202107, Asia, Hong Kong, female,44,22,100
202107, Asia, Hong Kong, Stewardess,28,28,0
202107, Asia, Hong Kong, entire,94,78,20.5
202108, Asia, Hong Kong, male,46,33,39.4
202108, Asia, Hong Kong, female,129,122,5.7
202108, Asia, Hong Kong, Stewardess,22,12,83.3
202108, Asia, Hong Kong, entire,197,167,18
202109, Asia, Hong Kong, male,34,33,3
202109, Asia, Hong Kong, female,72,63,14.3
202109, Asia, Hong Kong, Stewardess,21,19,10.5
202109, Asia, Hong Kong, entire,127,115,10.4
202110, Asia, Hong Kong, male,45,15,200
202110, Asia, Hong Kong, female,48,29,65.5
202110, Asia, Hong Kong, Stewardess,24,15,60
202110, Asia, Hong Kong, entire,117,59,98.3
202111, Asia, Hong Kong, male,37,21,76.2
202111, Asia, Hong Kong, female,59,60,-1.7
